"common_name","num_observed","observed_on"
"Oriental bittersweet",1,"2019-04-07"
"paper birch",2,"2019-04-07"
"pipsissewa",1,"2019-04-07"
"rattlesnake mannagrass",1,"2019-04-07"
"red deadnettle",1,"2019-04-07"
"red osier dogwood",2,"2019-04-07"
"red pine",1,"2019-04-07"
"red-berried elder",1,"2019-04-07"
"rock spikemoss",1,"2019-04-07"
"round-lobed hepatica",1,"2019-04-07"
"rugosa rose",1,"2019-04-07"
"Russow's Peatmoss",1,"2019-04-07"
"rusty woodsia",1,"2019-04-07"
"Scots pine",3,"2019-04-07"
"Sheep's sorrel",1,"2019-04-07"
"shingle moss",1,"2019-04-07"
"Siberian squill",2,"2019-04-07"
"silver maple",1,"2019-04-07"
"slender wheat grass",1,"2019-04-07"
"smooth blue aster",1,"2019-04-07"
"Smooth Rupturewort",1,"2019-04-07"
"smooth sumac",1,"2019-04-07"
"southern arrowwood",1,"2019-04-07"
"Spider plant",1,"2019-04-07"
"spotted wintergreen",1,"2019-04-07"
"Spring Crocus",1,"2019-04-07"
"sugar maple",1,"2019-04-07"
"sycamore maple",1,"2019-04-07"
"tamarack",2,"2019-04-07"
"tawny cotton-grass",1,"2019-04-07"
"tree-of-heaven",1,"2019-04-07"
"trembling aspen",1,"2019-04-07"
"Virginia bluebells",1,"2019-04-07"
"Virginia saxifrage",1,"2019-04-07"
"white ash",1,"2019-04-07"
"white spruce",1,"2019-04-07"
"wild asparagus",1,"2019-04-07"
"wild bergamot",1,"2019-04-07"
"wild carrot",1,"2019-04-07"
"wild daffodil",1,"2019-04-07"
"Winter Aconite",1,"2019-04-07"
"woolgrass",1,"2019-04-07"
"yellow birch",2,"2019-04-07"
"Allegheny Stonecrop",1,"2019-04-08"
"American hazelnut",1,"2019-04-08"
"balsam fir",3,"2019-04-08"
"bearberry",3,"2019-04-08"
"bird's-eye speedwell",1,"2019-04-08"
"Biting Stonecrop",1,"2019-04-08"
"black spruce",1,"2019-04-08"
"boxelder maple",1,"2019-04-08"
"catchweed bedstraw",2,"2019-04-08"
"common chickweed",1,"2019-04-08"
"common hackberry",1,"2019-04-08"
"common juniper",2,"2019-04-08"
"common lilac",1,"2019-04-08"
"common motherwort",3,"2019-04-08"
"common selfheal",1,"2019-04-08"
"common snowdrop",1,"2019-04-08"
"Cornelian cherry",1,"2019-04-08"
"cut-leaved toothwort",1,"2019-04-08"
"dame's rocket",1,"2019-04-08"
"eastern hemlock",1,"2019-04-08"
"eastern skunk cabbage",3,"2019-04-08"
"Eastern Teaberry",3,"2019-04-08"
"eastern white pine",2,"2019-04-08"
"false rue anemone",1,"2019-04-08"
"fire cherry",1,"2019-04-08"
"garlic mustard",1,"2019-04-08"
"Greater celandine",2,"2019-04-08"
"hairy bittercress",1,"2019-04-08"
"harbinger of spring",1,"2019-04-08"
"intermediate wood fern",1,"2019-04-08"
"Jack pine",1,"2019-04-08"
"Japanese barberry",1,"2019-04-08"
"Labrador tea",1,"2019-04-08"
"northern whitecedar",1,"2019-04-08"
"orange day-lily",1,"2019-04-08"
"paper birch",6,"2019-04-08"
"partridgeberry",1,"2019-04-08"
"pipsissewa",1,"2019-04-08"
"prickly sowthistle",1,"2019-04-08"
"red pine",2,"2019-04-08"
"round-lobed hepatica",2,"2019-04-08"
"Siberian squill",3,"2019-04-08"
"staghorn sumac",2,"2019-04-08"
"white avens",1,"2019-04-08"
"wild garlic",1,"2019-04-08"
"woolly beachheather",1,"2019-04-08"
"yellow trout lily",1,"2019-04-08"
"American beech",1,"2019-04-09"
"American hazelnut",1,"2019-04-09"
"autumn olive",1,"2019-04-09"
"balsam fir",1,"2019-04-09"
"balsam poplar",1,"2019-04-09"
"basswood",1,"2019-04-09"
"bird's-eye speedwell",1,"2019-04-09"
"black spruce",2,"2019-04-09"
"black willow",1,"2019-04-09"
"bloodroot",2,"2019-04-09"
"Boissier's Glory-of-the-snow",1,"2019-04-09"
"common chickweed",1,"2019-04-09"
"Cornelian cherry",1,"2019-04-09"
"Donkey Tail",1,"2019-04-09"
"eastern leatherwood",1,"2019-04-09"
"eastern white pine",1,"2019-04-09"
"Grey Field-speedwell",1,"2019-04-09"
"hairy bittercress",1,"2019-04-09"
"jade plant",1,"2019-04-09"
"Japanese barberry",1,"2019-04-09"
"lesser periwinkle",2,"2019-04-09"
"northern whitecedar",3,"2019-04-09"
"paper birch",1,"2019-04-09"
"pussy willow",1,"2019-04-09"
"red maple",1,"2019-04-09"
"Siberian squill",3,"2019-04-09"
"Spring Crocus",1,"2019-04-09"
"Striped Squill",1,"2019-04-09"
"tamarack",1,"2019-04-09"
"white spruce",1,"2019-04-09"
"Winter Aconite",2,"2019-04-09"
"black cherry",1,"2019-04-10"
"Boissier's Glory-of-the-snow",1,"2019-04-10"
"bull thistle",1,"2019-04-10"
"celandine poppy",1,"2019-04-10"
"fan clubmoss",1,"2019-04-10"
"Forbes' Glory-of-the-snow",1,"2019-04-10"
"hairy bittercress",1,"2019-04-10"
"multiflora rose",2,"2019-04-10"
"poison ivy",1,"2019-04-10"
"Siberian squill",2,"2019-04-10"
"stinging nettle",1,"2019-04-10"
"Alligator Plant",1,"2019-04-11"
"Common Blue Wood Aster",1,"2019-04-11"
"eastern skunk cabbage",3,"2019-04-11"
"false rue anemone",1,"2019-04-11"
"Forbes' Glory-of-the-snow",1,"2019-04-11"
"fragrant bedstraw",1,"2019-04-11"
"mayapple",1,"2019-04-11"
"northern spicebush",1,"2019-04-11"
"round-lobed hepatica",1,"2019-04-11"
"Siberian squill",1,"2019-04-11"
"Spring Crocus",1,"2019-04-11"
"Virginia waterleaf",1,"2019-04-11"
"American beech",1,"2019-04-12"
"balsam fir",2,"2019-04-12"
"bird's-eye speedwell",1,"2019-04-12"
"bloodroot",2,"2019-04-12"
"Boissier's Glory-of-the-snow",2,"2019-04-12"
"cream violet",1,"2019-04-12"
"eastern hemlock",1,"2019-04-12"
"eastern skunk cabbage",1,"2019-04-12"
"ebony spleenwort",1,"2019-04-12"
"Forbes' Glory-of-the-snow",1,"2019-04-12"
"golden ragwort",1,"2019-04-12"
"great mullein",1,"2019-04-12"
"Grey Field-speedwell",1,"2019-04-12"
"Jellybeans",1,"2019-04-12"
"Kentucky coffeetree",1,"2019-04-12"
"northern whitecedar",3,"2019-04-12"
"pignut hickory",1,"2019-04-12"
"poison ivy",1,"2019-04-12"
"red deadnettle",1,"2019-04-12"
"red maple",1,"2019-04-12"
"red pine",1,"2019-04-12"
"silver maple",1,"2019-04-12"
"Spider plant",1,"2019-04-12"
"Spring Crocus",1,"2019-04-12"
"star magnolia",1,"2019-04-12"
"sugar maple",1,"2019-04-12"
"white spruce",1,"2019-04-12"
"wild teasel",1,"2019-04-12"
"yellow trout lily",1,"2019-04-12"
"American bladdernut",1,"2019-04-13"
"American hazelnut",1,"2019-04-13"
"American hophornbeam",2,"2019-04-13"
"American hornbeam",1,"2019-04-13"
"American sycamore",1,"2019-04-13"
"balsam fir",2,"2019-04-13"
"balsam poplar",1,"2019-04-13"
"beaked hazelnut",2,"2019-04-13"
"bird's-eye speedwell",1,"2019-04-13"
"black willow",1,"2019-04-13"
"bloodroot",9,"2019-04-13"
"blue ash",1,"2019-04-13"
"bronze fern",1,"2019-04-13"
"Canadian wild ginger",1,"2019-04-13"
"chinkapin oak",1,"2019-04-13"
"colt's-foot",1,"2019-04-13"
"common blue violet",1,"2019-04-13"
"common grape hyacinth",1,"2019-04-13"
"common pawpaw",1,"2019-04-13"
"Common Whitlowgrass",1,"2019-04-13"
"cut-leaved grape-fern",1,"2019-04-13"
"cut-leaved toothwort",3,"2019-04-13"
"eastern black walnut",1,"2019-04-13"
"eastern hemlock",6,"2019-04-13"
"eastern leatherwood",1,"2019-04-13"
"eastern skunk cabbage",2,"2019-04-13"
"ebony spleenwort",1,"2019-04-13"
"false mermaidweed",1,"2019-04-13"
"false rue anemone",2,"2019-04-13"
"field horsetail",1,"2019-04-13"
"flowering dogwood",3,"2019-04-13"
"Forbes' Glory-of-the-snow",2,"2019-04-13"
"garlic mustard",1,"2019-04-13"
"golden ragwort",1,"2019-04-13"
"Goutweed",1,"2019-04-13"
"guelder-rose",1,"2019-04-13"
"hairy bittercress",1,"2019-04-13"
"harbinger of spring",1,"2019-04-13"
"Hyacinth",1,"2019-04-13"
"Kentucky coffeetree",2,"2019-04-13"
"Labrador tea",1,"2019-04-13"
"lesser celandine",1,"2019-04-13"
"lesser periwinkle",2,"2019-04-13"
"marsh marigold",2,"2019-04-13"
"mayapple",2,"2019-04-13"
"narrowleaf wild leek",1,"2019-04-13"
"Nodding Beggarticks",1,"2019-04-13"
"northern catalpa",1,"2019-04-13"
"northern spicebush",3,"2019-04-13"
"oxeye daisy",1,"2019-04-13"
"paper birch",1,"2019-04-13"
"pignut hickory",1,"2019-04-13"
"Prairie Peatmoss",1,"2019-04-13"
"Purple Cress",1,"2019-04-13"
"red clover",1,"2019-04-13"
"round-lobed hepatica",5,"2019-04-13"
"Siberian squill",6,"2019-04-13"
"snow trillium",1,"2019-04-13"
"staghorn sumac",1,"2019-04-13"
"star magnolia",1,"2019-04-13"
"striped maple",3,"2019-04-13"
"sugar maple",1,"2019-04-13"
"Sweet violet",1,"2019-04-13"
"trailing arbutus",1,"2019-04-13"
"Virginia spring beauty",4,"2019-04-13"
"white spruce",2,"2019-04-13"
"wild yam",1,"2019-04-13"
"yellow birch",4,"2019-04-13"
"American beech",4,"2019-04-14"
"American hazelnut",1,"2019-04-14"
"balsam fir",7,"2019-04-14"
"bearberry",1,"2019-04-14"
"Canadian yew",1,"2019-04-14"
"common grape hyacinth",1,"2019-04-14"
"eastern hemlock",5,"2019-04-14"
"eastern white pine",1,"2019-04-14"
"ebony spleenwort",1,"2019-04-14"
"Hyacinth",1,"2019-04-14"
"intermediate wood fern",2,"2019-04-14"
"interrupted clubmoss",2,"2019-04-14"
"Mountain Maple",1,"2019-04-14"
"northern whitecedar",5,"2019-04-14"
"paper birch",3,"2019-04-14"
"prickly tree-clubmoss",1,"2019-04-14"
"red maple",1,"2019-04-14"
"red pine",1,"2019-04-14"
"rock polypody",3,"2019-04-14"
"sensitive fern",1,"2019-04-14"
"sharp-lobed hepatica",1,"2019-04-14"
"shinleaf",1,"2019-04-14"
"Striped Squill",1,"2019-04-14"
"Tree Climacium Moss",1,"2019-04-14"
"Virginia spring beauty",1,"2019-04-14"
"white spruce",2,"2019-04-14"
"wild yam",1,"2019-04-14"
"yellow birch",4,"2019-04-14"
"balsam fir",1,"2019-04-15"
"early blue cohosh",1,"2019-04-15"
"eastern white pine",1,"2019-04-15"
"Elephant's-foot",1,"2019-04-15"
"garden pansy",1,"2019-04-15"
"Grey Field-speedwell",1,"2019-04-15"
"hairy bittercress",1,"2019-04-15"
"Japanese barberry",1,"2019-04-15"
"lesser periwinkle",2,"2019-04-15"
"mayapple",1,"2019-04-15"
"paper birch",1,"2019-04-15"
"pomegranate",1,"2019-04-15"
"Siberian squill",1,"2019-04-15"
"Sweet violet",1,"2019-04-15"
"trembling aspen",1,"2019-04-15"
"American Cranberry",1,"2019-04-16"
"American elm",2,"2019-04-16"
"American hazelnut",1,"2019-04-16"
"balsam fir",2,"2019-04-16"
"Bird-in-a-bush",1,"2019-04-16"
"black cherry",1,"2019-04-16"
"black locust",1,"2019-04-16"
"bloodroot",2,"2019-04-16"
"blue vervain",1,"2019-04-16"
"broad-leaved dock",1,"2019-04-16"
"bur oak",1,"2019-04-16"
"Canada Rush",1,"2019-04-16"
"Chives",1,"2019-04-16"
"chokecherry",1,"2019-04-16"
"common chickweed",1,"2019-04-16"
"common hedge parsley",1,"2019-04-16"
"common ivy",1,"2019-04-16"
"common juniper",1,"2019-04-16"
"common snowdrop",1,"2019-04-16"
"Common Whitlowgrass",1,"2019-04-16"
"Cornelian cherry",1,"2019-04-16"
"curled dock",1,"2019-04-16"
"desert false indigo",1,"2019-04-16"
"Dutchman's breeches",1,"2019-04-16"
"eastern leatherwood",2,"2019-04-16"
"eastern skunk cabbage",2,"2019-04-16"
"eastern white pine",2,"2019-04-16"
"Forbes' Glory-of-the-snow",2,"2019-04-16"
"garlic mustard",1,"2019-04-16"
"Greater celandine",1,"2019-04-16"
"green ash",1,"2019-04-16"
"Grey Field-speedwell",1,"2019-04-16"
"ground-ivy",1,"2019-04-16"
"hairy bittercress",2,"2019-04-16"
"heath speedwell",1,"2019-04-16"
"Hyacinth",1,"2019-04-16"
"Japanese pachysandra",1,"2019-04-16"
"mayapple",3,"2019-04-16"
"narrow-leaved cattail",1,"2019-04-16"
"Narrow-panicle Rush",1,"2019-04-16"
"northern whitecedar",2,"2019-04-16"
"Norway maple",1,"2019-04-16"
"paper birch",1,"2019-04-16"
"Peace Lily",1,"2019-04-16"
"Purple Cress",1,"2019-04-16"
"purple loosestrife",1,"2019-04-16"
"purple pitcher plant",1,"2019-04-16"
"red deadnettle",1,"2019-04-16"
"red pine",1,"2019-04-16"
"red-berried elder",1,"2019-04-16"
"Rose Pogonia",1,"2019-04-16"
"round-lobed hepatica",3,"2019-04-16"
"rue anemone",1,"2019-04-16"
"Scots pine",1,"2019-04-16"
"sharp-lobed hepatica",1,"2019-04-16"
"Siberian squill",2,"2019-04-16"
"slender false foxglove",1,"2019-04-16"
"smooth saw-sedge",1,"2019-04-16"
"Spring Crocus",1,"2019-04-16"
"staghorn sumac",1,"2019-04-16"
"Striped Squill",1,"2019-04-16"
"swamp alder",1,"2019-04-16"
"switchgrass",1,"2019-04-16"
"tamarack",2,"2019-04-16"
"Virginia bluebells",1,"2019-04-16"
"Virginia waterleaf",1,"2019-04-16"
"watercress",1,"2019-04-16"
"white avens",1,"2019-04-16"
"white mulberry",1,"2019-04-16"
"white poplar",1,"2019-04-16"
"white spruce",2,"2019-04-16"
"white stonecrop",1,"2019-04-16"
"wide leek",1,"2019-04-16"
"wild daffodil",1,"2019-04-16"
"wild geranium",1,"2019-04-16"
"Wild Rosemary",1,"2019-04-16"
"winged euonymus",1,"2019-04-16"
"Winged Pigweed",1,"2019-04-16"
"Woodland crocus",1,"2019-04-16"
"yellow birch",1,"2019-04-16"
"yellow trout lily",3,"2019-04-16"
"autumn olive",1,"2019-04-17"
"balsam fir",1,"2019-04-17"
"bearberry",1,"2019-04-17"
"bird's-eye speedwell",1,"2019-04-17"
"bitter wintercress",1,"2019-04-17"
"black cherry",1,"2019-04-17"
"boxelder maple",1,"2019-04-17"
"bull thistle",1,"2019-04-17"
"Carolina spring-beauty",1,"2019-04-17"
"common blue violet",1,"2019-04-17"
"Common Cat's-ear",1,"2019-04-17"
"common chickweed",2,"2019-04-17"
"common dandelion",2,"2019-04-17"
"common duckweed",1,"2019-04-17"
"common juniper",1,"2019-04-17"
"common reed",1,"2019-04-17"
"common serviceberry",1,"2019-04-17"
"common yarrow",1,"2019-04-17"
"Creeping Snowberry",1,"2019-04-17"
"creeping thistle",1,"2019-04-17"
"cut-leaved toothwort",2,"2019-04-17"
"cutleaf coneflower",1,"2019-04-17"
"dame's rocket",1,"2019-04-17"
"Early Buttercup",1,"2019-04-17"
"eastern hemlock",1,"2019-04-17"
"eastern redcedar",1,"2019-04-17"
"eastern skunk cabbage",2,"2019-04-17"
"eastern white pine",2,"2019-04-17"
"garlic mustard",1,"2019-04-17"
"green ash",1,"2019-04-17"
"hairy bittercress",2,"2019-04-17"
"hemp dogbane",1,"2019-04-17"
"Indian Mango",1,"2019-04-17"
"Japanese pachysandra",1,"2019-04-17"
"Little Mouse-ear",1,"2019-04-17"
"marsh marigold",2,"2019-04-17"
"mock strawberry",1,"2019-04-17"
"multiflora rose",2,"2019-04-17"
"naked bishop's cap",1,"2019-04-17"
"northern red oak",1,"2019-04-17"
"northern whitecedar",2,"2019-04-17"
"paper birch",2,"2019-04-17"
"prairie trillium",1,"2019-04-17"
"red deadnettle",2,"2019-04-17"
"red maple",1,"2019-04-17"
"red pine",1,"2019-04-17"
"red-seeded dandelion",1,"2019-04-17"
"round-lobed hepatica",1,"2019-04-17"
"shepherd's-purse",1,"2019-04-17"
"Siberian squill",2,"2019-04-17"
"stinging nettle",1,"2019-04-17"
"Sweet violet",1,"2019-04-17"
"threeleaf goldthread",1,"2019-04-17"
"tulip tree",1,"2019-04-17"
"Virginia strawberry",1,"2019-04-17"
"western poison ivy",1,"2019-04-17"
"white clover",1,"2019-04-17"
"white spruce",1,"2019-04-17"
"wild carrot",1,"2019-04-17"
"wild garlic",1,"2019-04-17"
"wood anemone",1,"2019-04-17"
"yellow trout lily",1,"2019-04-17"
"American beech",1,"2019-04-18"
"American hophornbeam",1,"2019-04-18"
"bird's-eye speedwell",1,"2019-04-18"
"Bird-in-a-bush",1,"2019-04-18"
"black locust",1,"2019-04-18"
"bloodroot",4,"2019-04-18"
"bog myrtle",1,"2019-04-18"
"boxelder maple",1,"2019-04-18"
"catchweed bedstraw",1,"2019-04-18"
"common dandelion",1,"2019-04-18"
"common motherwort",2,"2019-04-18"
"Common Whitlowgrass",1,"2019-04-18"
"crisped pincushion",1,"2019-04-18"
"cut-leaved toothwort",1,"2019-04-18"
"drooping trillium",1,"2019-04-18"
"Dutchman's breeches",1,"2019-04-18"
"early blue cohosh",1,"2019-04-18"
"eastern skunk cabbage",2,"2019-04-18"
"European holly",1,"2019-04-18"
"Japanese Cherry",1,"2019-04-18"
"large white trillium",3,"2019-04-18"
"northern spicebush",1,"2019-04-18"
"Purple Cress",1,"2019-04-18"
"red deadnettle",1,"2019-04-18"
"Rhubarb",1,"2019-04-18"
"Siberian squill",1,"2019-04-18"
"star magnolia",1,"2019-04-18"
"Virginia spring beauty",4,"2019-04-18"
"wide leek",1,"2019-04-18"
"wild cucumber",1,"2019-04-18"
"winterberry holly",1,"2019-04-18"
"yellow trout lily",1,"2019-04-18"
"American hophornbeam",2,"2019-04-19"
"balsam fir",3,"2019-04-19"
"beaked hazelnut",1,"2019-04-19"
"bitter wintercress",2,"2019-04-19"
"black cherry",1,"2019-04-19"
"bloodroot",2,"2019-04-19"
"broad-leaved dock",1,"2019-04-19"
"catchweed bedstraw",3,"2019-04-19"
"cinnamon fern",1,"2019-04-19"
"common dandelion",1,"2019-04-19"
"common yarrow",1,"2019-04-19"
"creeping thistle",1,"2019-04-19"
"cut-leaved toothwort",1,"2019-04-19"
"Dutchman's breeches",1,"2019-04-19"
"dwarf horsetail",1,"2019-04-19"
"early blue cohosh",1,"2019-04-19"
"Eastern Dwarf-mistletoe",1,"2019-04-19"
"eastern redcedar",1,"2019-04-19"
"eastern skunk cabbage",2,"2019-04-19"
"Eastern Teaberry",1,"2019-04-19"
"eastern white pine",3,"2019-04-19"
"false rue anemone",1,"2019-04-19"
"fortune's spindle",1,"2019-04-19"
"garlic mustard",1,"2019-04-19"
"hairy bittercress",1,"2019-04-19"
"intermediate wood fern",1,"2019-04-19"
"Jack pine",1,"2019-04-19"
"Japanese Cherry",1,"2019-04-19"
"large white trillium",1,"2019-04-19"
"Lenten-rose",1,"2019-04-19"
"lesser periwinkle",3,"2019-04-19"
"marginal wood fern",1,"2019-04-19"
"marsh marigold",1,"2019-04-19"
"mayapple",1,"2019-04-19"
"multiflora rose",2,"2019-04-19"
"northern red oak",2,"2019-04-19"
"northern whitecedar",4,"2019-04-19"
"paper birch",3,"2019-04-19"
"Pennsylvania sedge",1,"2019-04-19"
"Purple Cress",1,"2019-04-19"
"purple crownvetch",1,"2019-04-19"
"pussy willow",2,"2019-04-19"
"red deadnettle",1,"2019-04-19"
"red pine",1,"2019-04-19"
"riverbank grape",1,"2019-04-19"
"rock polypody",1,"2019-04-19"
"sacred datura",1,"2019-04-19"
"sensitive fern",1,"2019-04-19"
"Siberian squill",1,"2019-04-19"
"stinging nettle",1,"2019-04-19"
"swamp alder",1,"2019-04-19"
"Two-leaved Toothwort",1,"2019-04-19"
"Virginia spring beauty",1,"2019-04-19"
"Virginia strawberry",1,"2019-04-19"
"white spruce",1,"2019-04-19"
"wide leek",1,"2019-04-19"
"wild carrot",1,"2019-04-19"
"wild geranium",1,"2019-04-19"
"yellow trout lily",3,"2019-04-19"
"American beech",2,"2019-04-20"
"American hophornbeam",1,"2019-04-20"
"American red raspberry",1,"2019-04-20"
"balsam fir",1,"2019-04-20"
"Beautiful Branch Moss",1,"2019-04-20"
"Big Shaggy-moss",2,"2019-04-20"
"bitter wintercress",1,"2019-04-20"
"black cherry",3,"2019-04-20"
"black spruce",1,"2019-04-20"
"bloodroot",3,"2019-04-20"
"bog cranberry",1,"2019-04-20"
"boxelder maple",4,"2019-04-20"
"bull thistle",1,"2019-04-20"
"Canadian buffalo-berry",1,"2019-04-20"
"Canadian bunchberry",1,"2019-04-20"
"Canadian wild ginger",1,"2019-04-20"
"Carolina spring-beauty",2,"2019-04-20"
"catchweed bedstraw",2,"2019-04-20"
"Catnip",1,"2019-04-20"
"Cedar Moss",1,"2019-04-20"
"common blue violet",1,"2019-04-20"
"common cowparsnip",1,"2019-04-20"
"common dandelion",1,"2019-04-20"
"common grape hyacinth",1,"2019-04-20"
"common juniper",1,"2019-04-20"
"common motherwort",2,"2019-04-20"
"common mugwort",1,"2019-04-20"
"common waterweed",1,"2019-04-20"
"Creeping Snowberry",1,"2019-04-20"
"Dutchman's breeches",2,"2019-04-20"
"eastern hemlock",3,"2019-04-20"
"eastern leatherwood",2,"2019-04-20"
"eastern skunk cabbage",2,"2019-04-20"
"Eastern Teaberry",1,"2019-04-20"
"eastern white pine",4,"2019-04-20"
"false rue anemone",1,"2019-04-20"
"field wormwood",1,"2019-04-20"
"garlic mustard",2,"2019-04-20"
"golden ragwort",1,"2019-04-20"
"Grape hyacinth",1,"2019-04-20"
"hairy bittercress",1,"2019-04-20"
"heath speedwell",1,"2019-04-20"
"Hedwig's fringeleaf moss",2,"2019-04-20"
"Hyacinth",1,"2019-04-20"
"intermediate wood fern",3,"2019-04-20"
"Jack pine",1,"2019-04-20"
"Labrador tea",1,"2019-04-20"
"large white trillium",1,"2019-04-20"
"leathery grapefern",1,"2019-04-20"
"marsh marigold",1,"2019-04-20"
"Marsh Thistle",1,"2019-04-20"
"mayapple",4,"2019-04-20"
"mountain woodsorrel",2,"2019-04-20"
"narrowleaf willow",1,"2019-04-20"
"northern spicebush",2,"2019-04-20"
"northern whitecedar",1,"2019-04-20"
"Ostrich-plume Moss",1,"2019-04-20"
"pipsissewa",1,"2019-04-20"
"poison ivy",1,"2019-04-20"
"purple pitcher plant",1,"2019-04-20"
"pussy willow",1,"2019-04-20"
"red deadnettle",2,"2019-04-20"
"red maple",2,"2019-04-20"
"rock polypody",2,"2019-04-20"
"rough horsetail",1,"2019-04-20"
"round-lobed hepatica",4,"2019-04-20"
"rue anemone",1,"2019-04-20"
"sharp-lobed hepatica",1,"2019-04-20"
"shingle moss",1,"2019-04-20"
"shining clubmoss",4,"2019-04-20"
"small white leek",1,"2019-04-20"
"small white violet",1,"2019-04-20"
"spotted St. John's wort",1,"2019-04-20"
"stag's-horn clubmoss",1,"2019-04-20"
"stairstep moss",1,"2019-04-20"
"stinging nettle",2,"2019-04-20"
"striped maple",1,"2019-04-20"
"sugar maple",1,"2019-04-20"
"swamp alder",1,"2019-04-20"
"sweet white violet",1,"2019-04-20"
"threeleaf goldthread",1,"2019-04-20"
"Virginia spring beauty",1,"2019-04-20"
"Virginia strawberry",1,"2019-04-20"
"Watershield",1,"2019-04-20"
"Waxyleaf Moss",2,"2019-04-20"
"white spruce",3,"2019-04-20"
"White-grained Mountain-ricegrass",1,"2019-04-20"
"wild garlic",1,"2019-04-20"
"wild geranium",1,"2019-04-20"
"yellow birch",3,"2019-04-20"
"yellow trout lily",5,"2019-04-20"
"American beech",2,"2019-04-21"
"American columbo",1,"2019-04-21"
"American elm",1,"2019-04-21"
"American hophornbeam",1,"2019-04-21"
"American hornbeam",1,"2019-04-21"
"American wintergreen",1,"2019-04-21"
"Appalachian barren-strawberry",1,"2019-04-21"
"autumn olive",1,"2019-04-21"
"balsam fir",2,"2019-04-21"
"beaked hazelnut",2,"2019-04-21"
"Big Shaggy-moss",1,"2019-04-21"
"bigtooth aspen",1,"2019-04-21"
"bird's-eye speedwell",2,"2019-04-21"
"bitter wintercress",2,"2019-04-21"
"black cherry",1,"2019-04-21"
"black spruce",3,"2019-04-21"
"black willow",1,"2019-04-21"
"bloodroot",17,"2019-04-21"
"bog cranberry",1,"2019-04-21"
"Boissier's Glory-of-the-snow",1,"2019-04-21"
"boxelder maple",2,"2019-04-21"
"bristly buttercup",1,"2019-04-21"
"broad-leaved dock",2,"2019-04-21"
"bull thistle",1,"2019-04-21"
"Canadian wood betony",1,"2019-04-21"
"Carolina horsenettle",1,"2019-04-21"
"Carolina spring-beauty",1,"2019-04-21"
"catchweed bedstraw",2,"2019-04-21"
"common blue violet",2,"2019-04-21"
"common bracken",1,"2019-04-21"
"common dandelion",1,"2019-04-21"
"common ivy",3,"2019-04-21"
"common juniper",1,"2019-04-21"
"common motherwort",2,"2019-04-21"
"common mugwort",2,"2019-04-21"
"common reed",1,"2019-04-21"
"common selfheal",1,"2019-04-21"
